,zip,Latitude,Longitude,Mapped Location,geometry,latlong,Date,Is Violation,Cluster Name,Facility Type,# Cases,Is Cluster
227019,37219.0,36.16420219999999,-86.77896690000001,"(36.16420219999999, -86.7789669)",POINT (-86.77896690000001 36.16420219999999),"[36.16420219999999, -86.77896690000001]",2020-09-28,1.0,0,0,0.0,0.0
227832,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-24,1.0,0,0,0.0,0.0
229359,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-30,1.0,0,0,0.0,0.0
229731,37219.0,36.16305499999999,-86.78113499999998,"(36.16305499999999, -86.78113499999999)",POINT (-86.78113499999998 36.16305499999999),"[36.16305499999999, -86.78113499999998]",2020-10-30,1.0,0,0,0.0,0.0
230001,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-14,1.0,0,0,0.0,0.0
230501,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-14,1.0,0,0,0.0,0.0
230959,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-08,1.0,0,0,0.0,0.0
231150,37219.0,36.1641938,-86.77865279999997,"(36.1641938, -86.77865279999999)",POINT (-86.77865279999997 36.1641938),"[36.1641938, -86.77865279999997]",2020-10-09,1.0,0,0,0.0,0.0
231588,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-31,1.0,0,0,0.0,0.0
232341,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-09,1.0,0,0,0.0,0.0
232429,37219.0,36.163922661607344,-86.77876709325409,"(36.16392266160734, -86.77876709325409)",POINT (-86.77876709325409 36.16392266160734),"[36.163922661607344, -86.77876709325409]",2020-10-19,1.0,0,0,0.0,0.0
232449,37219.0,36.1634722,-86.77825,"(36.1634722, -86.77825)",POINT (-86.77825 36.1634722),"[36.1634722, -86.77825]",2020-10-10,1.0,0,0,0.0,0.0
233673,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-20,1.0,0,0,0.0,0.0
235318,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-25,1.0,0,0,0.0,0.0
235576,37219.0,36.16420219999999,-86.77896690000001,"(36.16420219999999, -86.7789669)",POINT (-86.77896690000001 36.16420219999999),"[36.16420219999999, -86.77896690000001]",2020-10-26,1.0,0,0,0.0,0.0
236058,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-31,1.0,0,0,0.0,0.0
237140,37219.0,36.16914860000001,-86.7845942,"(36.1691486, -86.7845942)",POINT (-86.7845942 36.16914860000001),"[36.16914860000001, -86.7845942]",2020-11-05,1.0,0,0,0.0,0.0
237282,37219.0,36.1641938,-86.77865279999997,"(36.1641938, -86.77865279999999)",POINT (-86.77865279999997 36.1641938),"[36.1641938, -86.77865279999997]",2020-10-21,1.0,0,0,0.0,0.0
238538,37219.0,36.16480010000001,-86.7799287,"(36.16480010000001, -86.7799287)",POINT (-86.7799287 36.16480010000001),"[36.16480010000001, -86.7799287]",2020-11-06,1.0,0,0,0.0,0.0
239401,37219.0,36.16296081160686,-86.78204809325408,"(36.16296081160686, -86.78204809325408)",POINT (-86.78204809325408 36.16296081160686),"[36.16296081160686, -86.78204809325408]",2020-11-11,1.0,0,0,0.0,0.0
239490,37219.0,36.1625646,-86.78224540000001,"(36.1625646, -86.7822454)",POINT (-86.78224540000001 36.1625646),"[36.1625646, -86.78224540000001]",2020-10-27,1.0,0,0,0.0,0.0
243560,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-10-31,1.0,0,0,0.0,0.0
248982,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-11-06,1.0,0,0,0.0,0.0
252807,37219.0,36.16480010000001,-86.7799287,"(36.16480010000001, -86.7799287)",POINT (-86.7799287 36.16480010000001),"[36.16480010000001, -86.7799287]",2020-11-06,1.0,0,0,0.0,0.0
320299,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-11-12,1.0,0,0,0.0,0.0
320762,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)",POINT (-86.78200000000001 36.163),"[36.163000000000004, -86.78200000000001]",2020-11-13,1.0,0,0,0.0,0.0
1061,37216.0,36.197415,-86.74239600000001,"(36.197415, -86.74239600000001)",POINT (-86.74239600000001 36.197415),"[36.197415, -86.74239600000001]",2020-04-04,1.0,0,0,0.0,0.0
1312,37216.0,36.19821591162186,-86.73296144999998,"(36.19821591162186, -86.73296144999999)",POINT (-86.73296144999998 36.19821591162186),"[36.19821591162186, -86.73296144999998]",2020-04-10,1.0,0,0,0.0,0.0
1328,37216.0,36.213790839863755,-86.71120215003735,"(36.213790839863755, -86.71120215003735)",POINT (-86.71120215003735 36.21379083986375),"[36.213790839863755, -86.71120215003735]",2020-04-04,1.0,0,0,0.0,0.0
2214,37216.0,36.209493061626674,-86.73370095000001,"(36.209493061626674, -86.73370095000001)",POINT (-86.73370095000001 36.20949306162667),"[36.209493061626674, -86.73370095000001]",2020-07-09,1.0,0,0,0.0,0.0
2330,37216.0,36.218627307786015,-86.71694559349274,"(36.218627307786015, -86.71694559349274)",POINT (-86.71694559349274 36.21862730778602),"[36.218627307786015, -86.71694559349274]",2020-04-05,1.0,0,0,0.0,0.0
2773,37216.0,36.21135,-86.73357,"(36.21135, -86.73357)",POINT (-86.73357 36.21135),"[36.21135, -86.73357]",2020-09-02,1.0,0,0,0.0,0.0
7051,37216.0,36.222333,-86.7258363,"(36.222333, -86.7258363)",POINT (-86.7258363 36.222333),"[36.222333, -86.7258363]",2020-07-24,1.0,0,0,0.0,0.0
7089,37216.0,36.19743020000001,-86.74238390000002,"(36.19743020000001, -86.74238390000001)",POINT (-86.74238390000002 36.19743020000001),"[36.19743020000001, -86.74238390000002]",2020-04-06,1.0,0,0,0.0,0.0
10768,37216.0,36.2234013,-86.7325438,"(36.2234013, -86.7325438)",POINT (-86.7325438 36.2234013),"[36.2234013, -86.7325438]",2020-04-06,1.0,0,0,0.0,0.0
11822,37216.0,36.2095676616267,-86.73370439325409,"(36.2095676616267, -86.73370439325409)",POINT (-86.73370439325409 36.2095676616267),"[36.2095676616267, -86.73370439325409]",2020-04-06,1.0,0,0,0.0,0.0
14665,37216.0,36.23195651163622,-86.74412065,"(36.23195651163622, -86.74412065)",POINT (-86.74412065 36.23195651163622),"[36.23195651163622, -86.74412065]",2020-04-11,1.0,0,0,0.0,0.0
15527,37216.0,36.21839576163043,-86.71643189325407,"(36.21839576163043, -86.71643189325408)",POINT (-86.71643189325407 36.21839576163043),"[36.21839576163043, -86.71643189325407]",2020-04-11,1.0,0,0,0.0,0.0
16690,37216.0,36.2180754,-86.7163908,"(36.2180754, -86.7163908)",POINT (-86.7163908 36.2180754),"[36.2180754, -86.7163908]",2020-04-11,1.0,0,0,0.0,0.0
16793,37216.0,36.216527561629675,-86.72847209325407,"(36.21652756162967, -86.72847209325407)",POINT (-86.72847209325407 36.21652756162968),"[36.216527561629675, -86.72847209325407]",2020-04-06,1.0,0,0,0.0,0.0
17380,37216.0,36.202432,-86.739384,"(36.202432, -86.739384)",POINT (-86.739384 36.202432),"[36.202432, -86.739384]",2020-04-23,1.0,0,0,0.0,0.0
17734,37216.0,36.2313213,-86.7217337,"(36.2313213, -86.7217337)",POINT (-86.7217337 36.2313213),"[36.2313213, -86.7217337]",2020-08-17,1.0,0,0,0.0,0.0
18408,37216.0,36.20613,-86.718369,"(36.20613, -86.718369)",POINT (-86.718369 36.20613),"[36.20613, -86.718369]",2020-06-27,1.0,0,0,0.0,0.0
18462,37216.0,36.210117700000005,-86.73243620000001,"(36.2101177, -86.7324362)",POINT (-86.73243620000001 36.2101177),"[36.210117700000005, -86.73243620000001]",2020-06-01,1.0,0,0,0.0,0.0
18623,37216.0,36.19895119999999,-86.72122270000001,"(36.19895119999999, -86.7212227)",POINT (-86.72122270000001 36.19895119999999),"[36.19895119999999, -86.72122270000001]",2020-08-17,1.0,0,0,0.0,0.0
19768,37216.0,36.210654600000005,-86.7332548,"(36.2106546, -86.7332548)",POINT (-86.7332548 36.21065460000001),"[36.210654600000005, -86.7332548]",2020-08-14,1.0,0,0,0.0,0.0
19865,37216.0,36.21448511162878,-86.7304975,"(36.21448511162878, -86.7304975)",POINT (-86.7304975 36.21448511162878),"[36.21448511162878, -86.7304975]",2020-04-17,1.0,0,0,0.0,0.0
19874,37216.0,36.20237257452821,-86.73921670442604,"(36.202372574528205, -86.73921670442603)",POINT (-86.73921670442604 36.20237257452821),"[36.20237257452821, -86.73921670442604]",2020-04-01,1.0,0,0,0.0,0.0
20128,37216.0,36.209495800000006,-86.7336883,"(36.20949580000001, -86.7336883)",POINT (-86.7336883 36.20949580000001),"[36.209495800000006, -86.7336883]",2020-08-06,1.0,0,0,0.0,0.0
21653,37216.0,36.2064346,-86.73704040000001,"(36.2064346, -86.7370404)",POINT (-86.73704040000001 36.2064346),"[36.2064346, -86.73704040000001]",2020-04-07,1.0,0,0,0.0,0.0
22444,37216.0,36.223140111632524,-86.72641430674592,"(36.22314011163252, -86.72641430674592)",POINT (-86.72641430674592 36.22314011163252),"[36.223140111632524, -86.72641430674592]",2020-04-29,1.0,0,0,0.0,0.0
22542,37216.0,36.209466000000006,-86.73338249999999,"(36.209466000000006, -86.7333825)",POINT (-86.73338249999999 36.20946600000001),"[36.209466000000006, -86.73338249999999]",2020-04-03,1.0,0,0,0.0,0.0
23013,37216.0,36.20582,-86.73661,"(36.20582, -86.73661)",POINT (-86.73661 36.20582),"[36.20582, -86.73661]",2020-04-06,1.0,0,0,0.0,0.0
23082,37216.0,36.21859036163053,-86.73152059999998,"(36.218590361630525, -86.7315206)",POINT (-86.73152059999998 36.21859036163053),"[36.21859036163053, -86.73152059999998]",2020-04-05,1.0,0,0,0.0,0.0
23109,37216.0,36.20878629999999,-86.72415649999998,"(36.20878629999999, -86.72415649999999)",POINT (-86.72415649999998 36.20878629999999),"[36.20878629999999, -86.72415649999998]",2020-04-04,1.0,0,0,0.0,0.0
23168,37216.0,36.208172999999995,-86.7355473,"(36.208173, -86.7355473)",POINT (-86.73554729999999 36.208173),"[36.208172999999995, -86.7355473]",2020-04-06,1.0,0,0,0.0,0.0
23282,37216.0,36.20580820000001,-86.73658859999998,"(36.2058082, -86.73658859999999)",POINT (-86.73658859999998 36.20580820000001),"[36.20580820000001, -86.73658859999998]",2020-05-14,1.0,0,0,0.0,0.0
24689,37216.0,36.21783195123344,-86.74531499259821,"(36.217831951233435, -86.7453149925982)",POINT (-86.74531499259821 36.21783195123344),"[36.21783195123344, -86.74531499259821]",2020-04-03,1.0,0,0,0.0,0.0
25097,37216.0,36.2016674,-86.74008549999998,"(36.2016674, -86.74008549999999)",POINT (-86.74008549999998 36.2016674),"[36.2016674, -86.74008549999998]",2020-04-23,1.0,0,0,0.0,0.0
25116,37216.0,36.2165379,-86.7285526,"(36.2165379, -86.7285526)",POINT (-86.7285526 36.2165379),"[36.2165379, -86.7285526]",2020-05-24,1.0,0,0,0.0,0.0
25165,37216.0,36.20279,-86.74587,"(36.20279, -86.74587)",POINT (-86.74587 36.20279),"[36.20279, -86.74587]",2020-04-07,1.0,0,0,0.0,0.0
25485,37216.0,36.20092499999999,-86.740371,"(36.20092499999999, -86.740371)",POINT (-86.740371 36.20092499999999),"[36.20092499999999, -86.740371]",2020-04-01,1.0,0,0,0.0,0.0
25497,37216.0,36.20878629999999,-86.72415649999998,"(36.20878629999999, -86.72415649999999)",POINT (-86.72415649999998 36.20878629999999),"[36.20878629999999, -86.72415649999998]",2020-04-03,1.0,0,0,0.0,0.0
25542,37216.0,36.202209182613046,-86.73924109850556,"(36.20220918261305, -86.73924109850554)",POINT (-86.73924109850556 36.20220918261305),"[36.202209182613046, -86.73924109850556]",2020-04-01,1.0,0,0,0.0,0.0
25649,37216.0,36.20119724092551,-86.73984601168543,"(36.20119724092551, -86.73984601168543)",POINT (-86.73984601168543 36.20119724092551),"[36.20119724092551, -86.73984601168543]",2020-04-01,1.0,0,0,0.0,0.0
25708,37216.0,36.201448423278755,-86.73970708191445,"(36.201448423278755, -86.73970708191445)",POINT (-86.73970708191445 36.20144842327876),"[36.201448423278755, -86.73970708191445]",2020-04-01,1.0,0,0,0.0,0.0
26727,37216.0,36.20335069999999,-86.7381209,"(36.20335069999999, -86.7381209)",POINT (-86.7381209 36.20335069999999),"[36.20335069999999, -86.7381209]",2020-05-22,1.0,0,0,0.0,0.0
27414,37216.0,36.2111285,-86.7320893,"(36.2111285, -86.7320893)",POINT (-86.7320893 36.2111285),"[36.2111285, -86.7320893]",2020-08-14,1.0,0,0,0.0,0.0
27481,37216.0,36.202432,-86.739384,"(36.202432, -86.739384)",POINT (-86.739384 36.202432),"[36.202432, -86.739384]",2020-04-08,1.0,0,0,0.0,0.0
27482,37216.0,36.2020789,-86.7389944,"(36.2020789, -86.7389944)",POINT (-86.7389944 36.2020789),"[36.2020789, -86.7389944]",2020-04-08,1.0,0,0,0.0,0.0
27563,37216.0,36.19743021162152,-86.74238390000002,"(36.197430211621516, -86.74238390000002)",POINT (-86.74238390000002 36.19743021162152),"[36.19743021162152, -86.74238390000002]",2020-04-08,1.0,0,0,0.0,0.0
27762,37216.0,36.2016674,-86.74008549999998,"(36.2016674, -86.74008549999999)",POINT (-86.74008549999998 36.2016674),"[36.2016674, -86.74008549999998]",2020-04-08,1.0,0,0,0.0,0.0
27818,37216.0,36.209186100000004,-86.733595,"(36.2091861, -86.733595)",POINT (-86.73359499999999 36.2091861),"[36.209186100000004, -86.733595]",2020-07-27,1.0,0,0,0.0,0.0
28287,37216.0,36.21361824926567,-86.71971838921309,"(36.21361824926567, -86.71971838921309)",POINT (-86.71971838921309 36.21361824926567),"[36.21361824926567, -86.71971838921309]",2020-04-04,1.0,0,0,0.0,0.0
28848,37216.0,36.218595544801055,-86.71695948769684,"(36.218595544801055, -86.71695948769684)",POINT (-86.71695948769684 36.21859554480105),"[36.218595544801055, -86.71695948769684]",2020-04-09,1.0,0,0,0.0,0.0
29603,37216.0,36.219679,-86.72266290000002,"(36.219679, -86.72266290000002)",POINT (-86.72266290000002 36.219679),"[36.219679, -86.72266290000002]",2020-04-13,1.0,0,0,0.0,0.0
29896,37216.0,36.1975696,-86.73394189999998,"(36.1975696, -86.73394189999999)",POINT (-86.73394189999998 36.1975696),"[36.1975696, -86.73394189999998]",2020-04-13,1.0,0,0,0.0,0.0
30381,37216.0,36.2020789,-86.7389944,"(36.2020789, -86.7389944)",POINT (-86.7389944 36.2020789),"[36.2020789, -86.7389944]",2020-04-23,1.0,0,0,0.0,0.0
30957,37216.0,36.213177611628225,-86.73114190000001,"(36.213177611628225, -86.7311419)",POINT (-86.73114190000001 36.21317761162823),"[36.213177611628225, -86.73114190000001]",2020-04-19,1.0,0,0,0.0,0.0
31841,37216.0,36.2304524,-86.71642729999998,"(36.2304524, -86.71642729999999)",POINT (-86.71642729999998 36.2304524),"[36.2304524, -86.71642729999998]",2020-04-21,1.0,0,0,0.0,0.0
32077,37216.0,36.199658,-86.704224,"(36.199658, -86.704224)",POINT (-86.704224 36.199658),"[36.199658, -86.704224]",2020-04-20,1.0,0,0,0.0,0.0
33836,37216.0,36.204640999999995,-86.724007,"(36.204641, -86.724007)",POINT (-86.724007 36.204641),"[36.204640999999995, -86.724007]",2020-04-23,1.0,0,0,0.0,0.0
36109,37216.0,36.232387300000006,-86.74996740000002,"(36.23238730000001, -86.7499674)",POINT (-86.74996740000002 36.23238730000001),"[36.232387300000006, -86.74996740000002]",2020-04-11,1.0,0,0,0.0,0.0
36581,37216.0,36.1975696,-86.73394189999998,"(36.1975696, -86.73394189999999)",POINT (-86.73394189999998 36.1975696),"[36.1975696, -86.73394189999998]",2020-04-14,1.0,0,0,0.0,0.0
37178,37216.0,36.2006441,-86.7394192,"(36.2006441, -86.7394192)",POINT (-86.7394192 36.2006441),"[36.2006441, -86.7394192]",2020-04-21,1.0,0,0,0.0,0.0
37890,37216.0,36.204683811624605,-86.73737870000002,"(36.20468381162461, -86.73737870000001)",POINT (-86.73737870000002 36.20468381162461),"[36.204683811624605, -86.73737870000002]",2020-04-15,1.0,0,0,0.0,0.0
38074,37216.0,36.202432,-86.739384,"(36.202432, -86.739384)",POINT (-86.739384 36.202432),"[36.202432, -86.739384]",2020-04-21,1.0,0,0,0.0,0.0
38120,37216.0,36.1975696,-86.73394189999998,"(36.1975696, -86.73394189999999)",POINT (-86.73394189999998 36.1975696),"[36.1975696, -86.73394189999998]",2020-04-15,1.0,0,0,0.0,0.0
38473,37216.0,36.213177611628254,-86.73092249325407,"(36.213177611628254, -86.73092249325408)",POINT (-86.73092249325407 36.21317761162825),"[36.213177611628254, -86.73092249325407]",2020-04-15,1.0,0,0,0.0,0.0
39422,37216.0,36.203426799999995,-86.73887990000001,"(36.2034268, -86.7388799)",POINT (-86.73887990000001 36.2034268),"[36.203426799999995, -86.73887990000001]",2020-04-23,1.0,0,0,0.0,0.0
39532,37216.0,36.21332753167225,-86.73155505886078,"(36.21332753167225, -86.73155505886078)",POINT (-86.73155505886078 36.21332753167225),"[36.21332753167225, -86.73155505886078]",2020-05-09,1.0,0,0,0.0,0.0
40129,37216.0,36.199839529825844,-86.71810001134872,"(36.199839529825844, -86.71810001134872)",POINT (-86.71810001134872 36.19983952982584),"[36.199839529825844, -86.71810001134872]",2020-04-26,1.0,0,0,0.0,0.0
40208,37216.0,36.2166123116297,-86.72856869325409,"(36.2166123116297, -86.72856869325409)",POINT (-86.72856869325409 36.2166123116297),"[36.2166123116297, -86.72856869325409]",2020-04-26,1.0,0,0,0.0,0.0
40262,37216.0,36.21839576163043,-86.71643189325407,"(36.21839576163043, -86.71643189325408)",POINT (-86.71643189325407 36.21839576163043),"[36.21839576163043, -86.71643189325407]",2020-04-26,1.0,0,0,0.0,0.0
40666,37216.0,36.2345574,-86.72809170000001,"(36.2345574, -86.7280917)",POINT (-86.72809170000001 36.2345574),"[36.2345574, -86.72809170000001]",2020-08-28,1.0,0,0,0.0,0.0
41601,37216.0,36.202305500713365,-86.7394891392868,"(36.20230550071337, -86.73948913928682)",POINT (-86.7394891392868 36.20230550071336),"[36.202305500713365, -86.7394891392868]",2020-04-27,1.0,0,0,0.0,0.0
43698,37216.0,36.2134917,-86.731775,"(36.2134917, -86.731775)",POINT (-86.731775 36.2134917),"[36.2134917, -86.731775]",2020-05-01,1.0,0,0,0.0,0.0
44140,37216.0,36.201876,-86.71819620000001,"(36.201876, -86.7181962)",POINT (-86.71819620000001 36.201876),"[36.201876, -86.71819620000001]",2020-04-29,1.0,0,0,0.0,0.0
44242,37216.0,36.209495800000006,-86.7336883,"(36.20949580000001, -86.7336883)",POINT (-86.7336883 36.20949580000001),"[36.209495800000006, -86.7336883]",2020-05-14,1.0,0,0,0.0,0.0
44474,37216.0,36.2134917,-86.731775,"(36.2134917, -86.731775)",POINT (-86.731775 36.2134917),"[36.2134917, -86.731775]",2020-05-02,1.0,0,0,0.0,0.0
44640,37216.0,36.21339486162832,-86.73175890674591,"(36.213394861628316, -86.73175890674591)",POINT (-86.73175890674591 36.21339486162832),"[36.21339486162832, -86.73175890674591]",2020-05-02,1.0,0,0,0.0,0.0
45219,37216.0,36.20062629999999,-86.73947210000001,"(36.20062629999999, -86.73947210000001)",POINT (-86.73947210000001 36.20062629999999),"[36.20062629999999, -86.73947210000001]",2020-05-14,1.0,0,0,0.0,0.0
45234,37216.0,36.2134917,-86.731775,"(36.2134917, -86.731775)",POINT (-86.731775 36.2134917),"[36.2134917, -86.731775]",2020-05-03,1.0,0,0,0.0,0.0
46137,37216.0,36.197533171844285,-86.74087347462775,"(36.197533171844285, -86.74087347462773)",POINT (-86.74087347462775 36.19753317184428),"[36.197533171844285, -86.74087347462775]",2020-06-28,1.0,0,0,0.0,0.0
46525,37216.0,36.20013101474599,-86.74069532883604,"(36.20013101474599, -86.74069532883605)",POINT (-86.74069532883604 36.20013101474599),"[36.20013101474599, -86.74069532883604]",2020-05-19,1.0,0,0,0.0,0.0
46809,37216.0,36.21246,-86.73125,"(36.21246, -86.73125)",POINT (-86.73125 36.21246),"[36.21246, -86.73125]",2020-05-20,1.0,0,0,0.0,0.0
50007,37216.0,36.2134917,-86.731775,"(36.2134917, -86.731775)",POINT (-86.731775 36.2134917),"[36.2134917, -86.731775]",2020-05-07,1.0,0,0,0.0,0.0
50690,37216.0,36.203309711624044,-86.74144935,"(36.20330971162404, -86.74144935)",POINT (-86.74144935 36.20330971162404),"[36.203309711624044, -86.74144935]",2020-07-05,1.0,0,0,0.0,0.0
51012,37216.0,36.23452151163733,-86.7275337932541,"(36.23452151163733, -86.7275337932541)",POINT (-86.7275337932541 36.23452151163733),"[36.23452151163733, -86.7275337932541]",2020-05-24,1.0,0,0,0.0,0.0
51383,37216.0,36.2132972116283,-86.73136729999999,"(36.2132972116283, -86.7313673)",POINT (-86.73136729999999 36.2132972116283),"[36.2132972116283, -86.73136729999999]",2020-05-09,1.0,0,0,0.0,0.0
51745,37216.0,36.210117700000005,-86.73243620000001,"(36.2101177, -86.7324362)",POINT (-86.73243620000001 36.2101177),"[36.210117700000005, -86.73243620000001]",2020-05-15,1.0,0,0,0.0,0.0
52187,37216.0,36.2254451064256,-86.74198849073791,"(36.2254451064256, -86.74198849073791)",POINT (-86.74198849073791 36.2254451064256),"[36.2254451064256, -86.74198849073791]",2020-05-08,1.0,0,0,0.0,0.0
54362,37216.0,36.21654,-86.72855,"(36.21654, -86.72855)",POINT (-86.72855 36.21654),"[36.21654, -86.72855]",2020-05-26,1.0,0,0,0.0,0.0
56250,37216.0,36.212329,-86.731359,"(36.212329, -86.731359)",POINT (-86.731359 36.212329),"[36.212329, -86.731359]",2020-05-20,1.0,0,0,0.0,0.0
56559,37216.0,36.225400026058935,-86.74200297939777,"(36.225400026058935, -86.74200297939778)",POINT (-86.74200297939777 36.22540002605894),"[36.225400026058935, -86.74200297939777]",2020-05-16,1.0,0,0,0.0,0.0
56917,37216.0,36.209186100000004,-86.733595,"(36.2091861, -86.733595)",POINT (-86.73359499999999 36.2091861),"[36.209186100000004, -86.733595]",2020-05-20,1.0,0,0,0.0,0.0
57141,37216.0,36.20033879999999,-86.7406846,"(36.20033879999999, -86.7406846)",POINT (-86.74068459999999 36.20033879999999),"[36.20033879999999, -86.7406846]",2020-06-13,1.0,0,0,0.0,0.0
57281,37216.0,36.20478,-86.74474000000001,"(36.20478, -86.74474)",POINT (-86.74474000000001 36.20478),"[36.20478, -86.74474000000001]",2020-05-27,1.0,0,0,0.0,0.0
57599,37216.0,36.209495800000006,-86.7336883,"(36.20949580000001, -86.7336883)",POINT (-86.7336883 36.20949580000001),"[36.209495800000006, -86.7336883]",2020-05-17,1.0,0,0,0.0,0.0
57642,37216.0,36.2101188,-86.7324397,"(36.2101188, -86.7324397)",POINT (-86.7324397 36.2101188),"[36.2101188, -86.7324397]",2020-05-17,1.0,0,0,0.0,0.0
57709,37216.0,36.209311161626594,-86.73387100000002,"(36.20931116162659, -86.73387100000002)",POINT (-86.73387100000002 36.20931116162659),"[36.209311161626594, -86.73387100000002]",2020-05-18,1.0,0,0,0.0,0.0
58453,37216.0,36.23460711163735,-86.7275177,"(36.23460711163735, -86.7275177)",POINT (-86.72751770000001 36.23460711163735),"[36.23460711163735, -86.7275177]",2020-05-27,1.0,0,0,0.0,0.0
58832,37216.0,36.210117700000005,-86.73243620000001,"(36.2101177, -86.7324362)",POINT (-86.73243620000001 36.2101177),"[36.210117700000005, -86.73243620000001]",2020-05-26,1.0,0,0,0.0,0.0
59713,37216.0,36.2041,-86.73781,"(36.2041, -86.73781)",POINT (-86.73781 36.2041),"[36.2041, -86.73781]",2020-05-20,1.0,0,0,0.0,0.0
60066,37216.0,36.20062629999999,-86.73947210000001,"(36.20062629999999, -86.73947210000001)",POINT (-86.73947210000001 36.20062629999999),"[36.20062629999999, -86.73947210000001]",2020-05-18,1.0,0,0,0.0,0.0
60562,37216.0,36.209495800000006,-86.7336883,"(36.20949580000001, -86.7336883)",POINT (-86.7336883 36.20949580000001),"[36.209495800000006, -86.7336883]",2020-05-21,1.0,0,0,0.0,0.0
60902,37216.0,36.23495574145245,-86.72713799641586,"(36.234955741452445, -86.72713799641586)",POINT (-86.72713799641586 36.23495574145245),"[36.23495574145245, -86.72713799641586]",2020-05-21,1.0,0,0,0.0,0.0
61494,37216.0,36.204390000000004,-86.72483000000001,"(36.20439, -86.72483)",POINT (-86.72483000000001 36.20439),"[36.204390000000004, -86.72483000000001]",2020-06-11,1.0,0,0,0.0,0.0
61764,37216.0,36.2292868,-86.7247601,"(36.2292868, -86.7247601)",POINT (-86.7247601 36.2292868),"[36.2292868, -86.7247601]",2020-05-27,1.0,0,0,0.0,0.0
62161,37216.0,36.200309000000004,-86.74064399999997,"(36.200309, -86.74064399999999)",POINT (-86.74064399999997 36.200309),"[36.200309000000004, -86.74064399999997]",2020-05-28,1.0,0,0,0.0,0.0
63283,37216.0,36.21773659999999,-86.7290234,"(36.21773659999999, -86.7290234)",POINT (-86.7290234 36.21773659999999),"[36.21773659999999, -86.7290234]",2020-08-07,1.0,0,0,0.0,0.0
64217,37216.0,36.210117700000005,-86.73243620000001,"(36.2101177, -86.7324362)",POINT (-86.73243620000001 36.2101177),"[36.210117700000005, -86.73243620000001]",2020-05-24,1.0,0,0,0.0,0.0
67173,37216.0,36.209186100000004,-86.733595,"(36.2091861, -86.733595)",POINT (-86.73359499999999 36.2091861),"[36.209186100000004, -86.733595]",2020-11-02,1.0,0,0,0.0,0.0
69939,37216.0,36.205642299999994,-86.73594020000002,"(36.2056423, -86.73594020000002)",POINT (-86.73594020000002 36.20564229999999),"[36.205642299999994, -86.73594020000002]",2020-06-18,1.0,0,0,0.0,0.0
74330,37216.0,36.214490000000005,-86.7305,"(36.21449, -86.7305)",POINT (-86.73050000000001 36.21449),"[36.214490000000005, -86.7305]",2020-06-18,1.0,0,0,0.0,0.0
74355,37216.0,36.2225034,-86.725625,"(36.2225034, -86.725625)",POINT (-86.72562499999999 36.2225034),"[36.2225034, -86.725625]",2020-07-29,1.0,0,0,0.0,0.0
74595,37216.0,36.2113068563988,-86.73213349655269,"(36.2113068563988, -86.7321334965527)",POINT (-86.73213349655269 36.2113068563988),"[36.2113068563988, -86.73213349655269]",2020-06-13,1.0,0,0,0.0,0.0
79380,37216.0,36.2041047,-86.7378066,"(36.2041047, -86.7378066)",POINT (-86.7378066 36.2041047),"[36.2041047, -86.7378066]",2020-06-01,1.0,0,0,0.0,0.0
